name,price,image,airflow,color,noise_level,pwm,rpm,size,rating
Thermaltake SWAFAN EX14 RGB 3-Pack,114.08,https://cdna.pcpartpicker.com/static/forever/images/product/83c4fc6ab3e2b878d3246cb3b009ca3e.256p.jpg,79.3 - 81.6 CFM,White,34.5 - 38.8 dB,No,500 - 2000 RPM,140 mm,0
Gigabyte AORUS 120 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/b0da7c4ccb9461cfeee77ea2237f3133.256p.jpg,18.52 - 40.85 CFM,Black,7.3 - 28.6 dB,Yes,800 - 1700 RPM,120 mm,0
ARCTIC F8,4.42,https://cdna.pcpartpicker.com/static/forever/images/product/71a44513bf28238c7f3c318b82c72ece.256p.jpg,31 CFM,White / Black,,No,2000 RPM,80 mm,4
Montech METAL 120 PWM,,https://cdna.pcpartpicker.com/static/forever/images/product/d962cb05aeedd00918b57ca4a2882a41.256p.jpg,69 CFM,Black,26 dB,Yes,800 - 1950 RPM,120 mm,0
ARCTIC P8,4.98,https://cdna.pcpartpicker.com/static/forever/images/product/b201f87b242229a5b03c04b34c7670a7.256p.jpg,23.4 CFM,Black,,No,3000 RPM,80 mm,5
Thermaltake TOUGHFAN EX 3-Pack,55.47,https://cdna.pcpartpicker.com/static/forever/images/product/4f64b20b1f7999f2bf045b9e84da6979.256p.jpg,59.34 CFM,Black,25.7 dB,Yes,500 - 2000 RPM,120 mm,0
Thermaltake TOUGHFAN 12 Pro,,,49.13 - 70.8 CFM,Black,18.3 - 22.6 dB,Yes,500 - 2000 RPM,120 mm,0
Thermaltake TOUGHFAN,22.31,https://cdna.pcpartpicker.com/static/forever/images/product/1ba2a60e75895a3b397793eaafb0b3c4.256p.jpg,58.35 CFM,Green,22.3 dB,Yes,500 - 2000 RPM,120 mm,4
Prolimatech Vortex,,https://cdna.pcpartpicker.com/static/forever/images/product/9f0208c124a44ef4a6dc42fc4e442b62.256p.jpg,65 - 127 CFM,Black / Silver,15 - 28 dB,No,900 - 1600 RPM,140 mm,0
ID-COOLING NO-12015-XT ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/af112ef36f96edec0d207758b6531324.256p.jpg,54.6 CFM,Gray / Black,13.8 - 31.2 dB,Yes,500 - 2000 RPM,120 mm,5
Thermaltake Riing Plus TT 5-Pack,,,48.34 CFM,Black,24.7 dB,Yes,500 - 1500 RPM,120 mm,4.5
Apevia APEVIA CO312L-RD Cosmos 120mm Red LED Ultra Silent Case Fan w/ 16 LEDs &amp; Anti-Vibration Rubber Pads (3 Pack) 3-Pack,,,57.67 - 56.67 CFM,,24.7 dB,No,1350 RPM,120 mm,5
Noctua NF-A12x25 LS-PWM,28.99,https://cdna.pcpartpicker.com/static/forever/images/product/9ffbaf48b539e239737a7d3cce373f9e.256p.jpg,23.19 - 32.784 CFM,Brown,7.6 - 12.1 dB,Yes,450 - 900 RPM,120 mm,5
Corsair iCUE AF120 RGB SLIM 2-Pack,41.58,https://cdna.pcpartpicker.com/static/forever/images/product/89d9433d5e4f7d2323f6ccc276e76a1b.256p.jpg,13.4 - 56.3 CFM,White,27.5 dB,Yes,600 - 2000 RPM,120 mm,4
ARCTIC F12 PST 4-Pack,,,53 CFM,Black,22.5 dB,Yes,230 - 1350 RPM,120 mm,5
ID-COOLING ZF-12025 Pastel,,,55.2 CFM,Pink,16.3 - 33.5 dB,Yes,900 - 2000 RPM,120 mm,5
Cooler Master Mobius 120 Slim,,,53.7 CFM,Black,31.4 dB,Yes,2500 RPM,120 mm,5
Thermaltake SWAFAN 12 3-Pack,94.75,https://cdna.pcpartpicker.com/static/forever/images/product/f2dbcf318b6b1d74b6454b5d9d36d3ae.256p.jpg,53.02 - 54.85 CFM,Black,30.5 - 36.5 dB,No,500 - 2000 RPM,120 mm,4
Xilence XPF60.S.W,,https://cdna.pcpartpicker.com/static/forever/images/product/27511fff48934cf877e267a3e74bb985.256p.jpg,12 CFM,Black,22 dB,No,2100 RPM,60 mm,0
Xilence XPF120.R,,,44.71 CFM,Red / Black,22 dB,No,1300 RPM,120 mm,0
HAVN H12,16.99,https://cdna.pcpartpicker.com/static/forever/images/product/8f6be1044853a2f3df9aea86cba6cda8.256p.jpg,72.44 CFM,Black,32.2 dB,Yes,,120 mm,0
Silverstone Air Slimmer 140,32.84,,1 - 82 CFM,Black,1 - 33 dB,Yes,1 - 1700 RPM,140 mm,0
EK Loop Fan FPT 120 D-RGB,20.3,https://cdna.pcpartpicker.com/static/forever/images/product/3f6d1adaca82bbbefd3eef9b59ef007e.256p.jpg,77 CFM,Black,36 dB,Yes,550 - 2300 RPM,120 mm,5
ID-COOLING AT-120-W,8.99,,0 - 83 CFM,White,0 - 36.5 dB,Yes,,120 mm,0
Deepcool FD12,,https://cdna.pcpartpicker.com/static/forever/images/product/c62bbbe70261a7e9d2b6377f937d440f.256p.jpg,64.2 CFM,Black,27.6 dB,Yes,400 - 2050 RPM,120 mm,0
Deepcool RF 120 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/dd33df7731231af6e27e3eeaa70fb7fd.256p.jpg,56.5 CFM,Black / Clear,17.8 - 27 dB,Yes,500 - 1500 RPM,120 mm,4.5
Deepcool FC120 WHITE-3 IN 1 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/c0e147ba2a22d9cef240be2dcc62429c.256p.jpg,61.91 CFM,White,28 dB,Yes,500 - 1800 RPM,120 mm,4.5
Apevia Cosmos 3-Pack,,,57.67 - 56.67 CFM,,24.7 dB,No,1350 RPM,120 mm,0
Thermaltake TOUGHFAN 14 3-Pack,75.46,https://cdna.pcpartpicker.com/static/forever/images/product/25b3d659d4bf4387b47f730108947225.256p.jpg,,Black,30.7 dB,No,500 - 2000 RPM,140 mm,0
Corsair ML120 PRO,,https://cdna.pcpartpicker.com/static/forever/images/product/637d55a951c6564584edaa513645859e.256p.jpg,47.3 CFM,Black / White,25 dB,Yes,400 - 1600 RPM,120 mm,4.5
Corsair iCUE SP120 RGB Pro 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/491faa4fa9786957975b8116fdbc3033.256p.jpg,52 CFM,Black,26 dB,No,1400 RPM,120 mm,4
Corsair ML140 LED ELITE White Premium,30.94,https://cdna.pcpartpicker.com/static/forever/images/product/11399c811b924215c43c0c6d8f85d46b.256p.jpg,15 - 82.9 CFM,Black,10 - 31.8 dB,Yes,400 - 1600 RPM,140 mm,0
Corsair iCUE AF120 RGB SLIM,68.94,https://cdna.pcpartpicker.com/static/forever/images/product/555a9f324d3e74d3f1047ca0638e7099.256p.jpg,13.4 - 56.3 CFM,White,27.5 dB,Yes,600 - 2000 RPM,120 mm,5
ARCTIC P14 Max 5-Pack,50.48,,95 CFM,Black,,Yes,400 - 2800 RPM,140 mm,5
ADATA XPG VENTO PRO,19.42,https://cdna.pcpartpicker.com/static/forever/images/product/c8666bec1c18739dbb57544934dc43fe.256p.jpg,75 CFM,Gray / Black,10 - 28 dB,Yes,450 - 2150 RPM,120 mm,0
Noctua P14r redux-1500 PWM,,https://cdna.pcpartpicker.com/static/forever/images/product/ebead71354b402ef8029c83145a87011.256p.jpg,78.69 CFM,Black / Gray,25.8 dB,Yes,450 - 1500 RPM,140 mm,4.5
ARCTIC BioniX P120,15.18,https://cdna.pcpartpicker.com/static/forever/images/product/85da5e436de59e21c22eea5332dcc894.256p.jpg,67.56 CFM,Red / Black,,Yes,200 - 2100 RPM,120 mm,4.5
Fractal Design Dynamic GP-14,16.48,https://cdna.pcpartpicker.com/static/forever/images/product/8dea83b27e27d8c0de65538eac3cfcb7.256p.jpg,68.4 CFM,Black / White,18.89 dB,No,1000 RPM,140 mm,4.5
Fractal Design Aspect 12 RGB 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/d93b4fe24e352b2943a2def6fd517784.256p.jpg,32 CFM,Black,18.3 dB,No,1200 RPM,120 mm,5
KOLINK UMBRA VOID,,https://cdna.pcpartpicker.com/static/forever/images/product/040df1a9a6a11b3ee19caf6c2cf3e64a.256p.jpg,41 CFM,Black,19.6 dB,Yes,1500 RPM,120 mm,0
ARCTIC P12 PST,9.95,https://cdna.pcpartpicker.com/static/forever/images/product/10f55c970d81b1e9dae933eb4f8b8ab2.256p.jpg,56.3 CFM,White,,Yes,200 - 1800 RPM,120 mm,4.5
Silverstone Air Nexus 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/9fcdb93d0af31e0d52cb335a991983c4.256p.jpg,60.4 CFM,Black / White,30 dB,Yes,500 - 1500 RPM,120 mm,0
NZXT Aer F,,https://cdna.pcpartpicker.com/static/forever/images/product/bcf3d4e2c3595159f6d73b64d14ed3eb.256p.jpg,34.48 - 103.43 CFM,Black,21 - 35 dB,Yes,,140 mm,4
Corsair iCUE SP120 RGB Pro,,https://cdna.pcpartpicker.com/static/forever/images/product/a26d9e55f89e849dbb15cbcb5e327e72.256p.jpg,52 CFM,Black,26 dB,No,1400 RPM,120 mm,4.5
darkFlash Aurora DR12 PRO 5-Pack,,,20.34 CFM,Black,16 dB,No,1200 RPM,120 mm,4
Vetroo SA-140 3-Pack,,,69.29 CFM,Black,33.5 dB,Yes,1200 RPM,140 mm,0
ARCTIC P9 PWM PST CO,9.33,https://cdna.pcpartpicker.com/static/forever/images/product/3b15296d697d3a76f40ab76a4e38ab8f.256p.jpg,38.83 CFM,Black,,Yes,200 - 3000 RPM,92 mm,0
NZXT FN,,,62.5 CFM,White,26.52 dB,No,1300 RPM,140 mm,4
NZXT F140 RGB,32.99,https://cdna.pcpartpicker.com/static/forever/images/product/f0cabedd1849860f3f00943077ebeca7.256p.jpg,24.85 - 89.48 CFM,White,20 - 32.5 dB,Yes,500 - 1800 RPM,140 mm,4.5
NZXT F140 RGB DUO,23.94,https://cdna.pcpartpicker.com/static/forever/images/product/8b9877f1e43c07027930b33448b1f937.256p.jpg,84.75 CFM,Black,36 dB,Yes,500 - 1800 RPM,140 mm,0
Thermalright TL-B14,,,82.5 CFM,Gray,27.6 dB,Yes,1500 RPM,140 mm,0
Antec NOVA 120 3-Pack,54.94,,44 - 95.32 CFM,Black,21.5 - 38.7 dB,Yes,300 - 3200 RPM,120 mm,0
Deepcool FK120,,https://cdna.pcpartpicker.com/static/forever/images/product/d3f566bf685dc1c3895da05bc3c245b1.256p.jpg,68.99 CFM,Black,28 dB,Yes,500 - 1850 RPM,120 mm,5
Asus TUF GAMING TF120 ARGB White,44.27,,76 CFM,White,29 dB,Yes,250 - 1900 RPM,120 mm,0
Antec Tranquil 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/ce1de87922baa12942e17a8f8c36cd08.256p.jpg,21.13 - 85.96 CFM,Black,18.6 - 27.5 dB,Yes,450 - 1500 RPM,140 mm,0
EK Loop Fan FPT 140 D-RGB,22.4,https://cdna.pcpartpicker.com/static/forever/images/product/bfc0a6c14fcee46a1a8a8fb886bb7766.256p.jpg,118.01 CFM,White,44.56 dB,Yes,600 - 2200 RPM,140 mm,0
Geometric Future Squama 2503,,https://cdna.pcpartpicker.com/static/forever/images/product/6bdb110b753c15602f2e099da1216a1e.256p.jpg,91.15 CFM,White,34 dB,Yes,800 - 2400 RPM,140 mm,0
Thermalright TL-C12C-X28,,,73.3 CFM,Black,25.4 dB,Yes,1550 RPM,120 mm,0
Noctua R8 redux-1800,17.47,,31.37 CFM,Black / Gray,17.1 dB,No,1800 RPM,80 mm,4.5
Thermaltake SWAFAN EX12 RGB 3-Pack,75.46,https://cdna.pcpartpicker.com/static/forever/images/product/5c0742d948825b66545778219af5a0f1.256p.jpg,56.26 - 57.11 CFM,Black,30.5 - 32.5 dB,No,500 - 2000 RPM,120 mm,4
Noctua A8 FLX,21.53,,17 - 29.67 CFM,Brown,7.9 - 16.1 dB,No,1200 - 2000 RPM,80 mm,5
GAMDIAS AEOLUS P2,,,74.97 CFM,Black,,Yes,1000 - 2400 RPM,120 mm,0
Cooler Master SickleFlow 120 ARGB 3 In 1 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/1cc190ca3390c32f596e5c466270569f.256p.jpg,62 CFM,White,8 - 27 dB,Yes,650 - 1800 RPM,120 mm,4
Cooler Master Mobius OC,16.09,,40.2 - 88.1 CFM,Blue / Black,17.4 - 39.3 dB,Yes,,120 mm,0
Vetroo SA-120,,,26.05 - 58.18 CFM,Pink,36.1 dB,Yes,800 - 1300 RPM,120 mm,0
Kingwin CF-012LB,,,40 CFM,Black,19 dB,No,950 RPM,120 mm,3.5
Scythe Slipstream,30.26,,110.31 CFM,Black,37 dB,No,1900 RPM,120 mm,4
EK Loop Fan FPT 120,29.88,https://cdna.pcpartpicker.com/static/forever/images/product/5724a9ee60da027a21c5f5b7017ee5af.256p.jpg,77 CFM,Black,36 dB,Yes,550 - 2300 RPM,120 mm,0
Deepcool RF 120,,https://cdna.pcpartpicker.com/static/forever/images/product/3ca43cd0ecd424d66264bda0f4a7a3d6.256p.jpg,56.5 CFM,Black / White,17.8 - 27 dB,Yes,500 - 1500 RPM,120 mm,4
Corsair ML120 PRO 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/637d55a951c6564584edaa513645859e.256p.jpg,47.3 CFM,Black / White,25 dB,Yes,400 - 1600 RPM,120 mm,4
NZXT F120Q (2022),,https://cdna.pcpartpicker.com/static/forever/images/product/886efa1897e41815e79190ffa5650251.256p.jpg,27.77 - 64 CFM,Black,16.7 - 22.5 dB,Yes,500 - 1200 RPM,120 mm,3
Corsair iCUE AR120 Digital RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/df5b9762bf86915c5b99b0c1b986a986.256p.jpg,10.7 - 59 CFM,White,10 - 27.3 dB,Yes,400 - 1850 RPM,120 mm,5
Corsair iCUE AR120 Digital RGB 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/c1339d09abb5e1952df65e417003da31.256p.jpg,10.7 - 59 CFM,White,10 - 27.3 dB,Yes,400 - 1850 RPM,120 mm,3.5
Thermalright TL-H120-15W-S,,,56.36 CFM,White,28.4 dB,Yes,1900 RPM,120 mm,5
Deepcool FL12R,,https://cdna.pcpartpicker.com/static/forever/images/product/37f12a07047922ebbc6a33333fc37d18.256p.jpg,55 CFM,Black,32 dB,Yes,500 - 2150 RPM,120 mm,0
Apevia Twilight 6-Pack,,,57.67 CFM,White / Black,24.7 dB,No,1350 RPM,120 mm,1
Noctua A12x25 FLX,28.95,https://cdna.pcpartpicker.com/static/forever/images/product/0678f7edda3cb1ccb18c4ae46ae94dce.256p.jpg,37.96 - 60.09 CFM,Brown,14.2 - 22.6 dB,No,1350 - 2000 RPM,120 mm,4.5
Valkyrie X12F,24.94,https://cdna.pcpartpicker.com/static/forever/images/product/b533fd42b15a917e353aef3b611d2c46.256p.jpg,80 CFM,Black,29 dB,Yes,800 - 2150 RPM,120 mm,0
Valkyrie V12,,https://cdna.pcpartpicker.com/static/forever/images/product/27d13540e038e6a31c5ba93749ceb28f.256p.jpg,75 CFM,Black,34 dB,Yes,700 - 1850 RPM,120 mm,5
ENDORFY Fluctus,13.98,https://cdna.pcpartpicker.com/static/forever/images/product/c714a1513614caed49381f393dc6ff89.256p.jpg,,Black,,Yes,250 - 1800 RPM,140 mm,0
Thermaltake CT140 Reverse ARGB Sync 2-Pack,31.42,,65.82 CFM,Black,31.2 dB,Yes,500 - 2000 RPM,120 mm,0
Noctua S12A FLX,21.95,https://cdna.pcpartpicker.com/static/forever/images/product/271b48c6db285ea2cdf0cd7a367a8686.256p.jpg,,Brown,7.4 - 17.8 dB,No,700 - 1200 RPM,120 mm,4.5
Corsair iCUE QL140,59.94,https://cdna.pcpartpicker.com/static/forever/images/product/27c21f13a383dc39b1e6a75179074876.256p.jpg,50.2 CFM,White / Black,26 dB,Yes,550 - 1250 RPM,140 mm,4
Cooler Master MasterFan MF200R ARGB,,,90.3 CFM,Black / Gray,28 dB,No,800 RPM,200 mm,0
Noctua P12 redux-900,12.95,https://cdna.pcpartpicker.com/static/forever/images/product/a623af33741a81e7468608baa3320356.256p.jpg,37.31 CFM,Gray,12.6 dB,No,900 RPM,120 mm,5
Phanteks PH-F120SK,7.99,https://cdna.pcpartpicker.com/static/forever/images/product/3a2fa47f978a824ef463c3a8ed81d07e.256p.jpg,50 CFM,Black / White,27 dB,Yes,500 - 1500 RPM,120 mm,4.5
Razer Kunai Chroma,18.48,https://cdna.pcpartpicker.com/static/forever/images/product/bef444502dfd9345f456d52783393ea8.256p.jpg,34.48 - 81 CFM,Black,15 - 30 dB,Yes,500 - 1600 RPM,140 mm,0
ARCTIC F8 PWM PST 5-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/aaf72a552e3521bb9b646ab713e4b592.256p.jpg,31 CFM,Black / White,,Yes,300 - 2000 RPM,80 mm,0
Silverstone VISTA,,https://cdna.pcpartpicker.com/static/forever/images/product/2910ab824217f58bdb0291e77bd1df95.256p.jpg,0 - 66 CFM,Black,0 - 30.6 dB,Yes,,120 mm,0
Corsair AF120,,https://cdna.pcpartpicker.com/static/forever/images/product/b84d3e756e90c26c57734a1e748909dd.256p.jpg,52.19 CFM,White,25.2 dB,No,1500 RPM,120 mm,4
Zalman F3,,https://cdna.pcpartpicker.com/static/forever/images/product/cbf15bf4965cf7cd563630c031eff170.med.256p.jpg,,Black,20 - 23 dB,No,1200 RPM,120 mm,4
Corsair ML140 Pro,,https://cdna.pcpartpicker.com/static/forever/images/product/373804b4618d6b94ac36d2706797b274.256p.jpg,20 - 97 CFM,Black / Red,16 - 37 dB,Yes,400 - 2000 RPM,140 mm,4.5
Cooler Master MasterFan MF120R,,https://cdna.pcpartpicker.com/static/forever/images/product/ae67a9e317a6e28209c2f276f2609bd4.256p.jpg,59 CFM,Black,31 dB,Yes,650 - 2000 RPM,120 mm,4
Asiahorse FS-N001 3-Pack,,,,White,,Yes,800 - 1500 RPM,120 mm,4
GameMax Velocity ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/5d1bf73a297007778f2c855d06396213.256p.jpg,94.8 CFM,Black,23.8 dB,No,1500 RPM,120 mm,0
Noctua NF-A14 INDUSTRIALPPC-24V-3000 Q100 IP67 PWM,,,158.5 CFM,Black / Brown,41.3 dB,Yes,800 - 3000 RPM,140 mm,5
Lian Li UNI FAN AL120 V2,,https://cdna.pcpartpicker.com/static/forever/images/product/94b9beb8102d94a98124b2ea43ecd9ea.256p.jpg,77.3 CFM,White,28.7 dB,Yes,250 - 2000 RPM,120 mm,5
Gelid Solutions Silent,11.77,,4.5 CFM,Black,18.89 dB,No,4200 RPM,40 mm,0
Alphacool 24844,,https://cdna.pcpartpicker.com/static/forever/images/product/caa1750735286f3f30add4fb1cbf0608.256p.jpg,93.6 CFM,Black,30 - 43 dB,Yes,3000 RPM,120 mm,0
Noctua S12A ULN,21.95,https://cdna.pcpartpicker.com/static/forever/images/product/593f7070efbfeabc3d6b8274cd6e5c43.256p.jpg,,Brown,6.7 - 8.6 dB,No,600 - 800 RPM,120 mm,4.5
ARCTIC P8 Silent,8.47,https://cdna.pcpartpicker.com/static/forever/images/product/87eea1916e7a139f828c53c8824e75ce.256p.jpg,15.6 CFM,Black,,No,1600 RPM,80 mm,0
Noctua P14s redux-1200,20.44,,64.92 CFM,Black / Gray,19.6 dB,No,1200 RPM,140 mm,4.5
Thermaltake SWAFAN 14 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/f2dbcf318b6b1d74b6454b5d9d36d3ae.256p.jpg,71.3 - 77.6 CFM,Black,34.5 - 10.5 dB,No,500 - 2000 RPM,140 mm,0
Xilence XPF92.R,4.88,https://cdna.pcpartpicker.com/static/forever/images/product/7211625931051cedd2095305bc0bad9f.256p.jpg,27.45 CFM,Red / Black,17.8 dB,No,1500 RPM,92 mm,0
Mars Gaming MF-LINKFINITY,16.98,,69 CFM,Black,,Yes,800 - 2000 RPM,120 mm,5
Corsair ML120 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/2d72a933af1e5db84b3986635e37558c.256p.jpg,12 - 75 CFM,White / Black,16 - 37 dB,Yes,400 - 2400 RPM,120 mm,4.5
Xilence XPF80.R,,,18.61 CFM,Red / Black,17.5 dB,No,1500 RPM,80 mm,0
Silverstone FN80,,https://cdna.pcpartpicker.com/static/forever/images/product/837504ecb402c53434d5ef39bf018534.256p.jpg,27.81 CFM,Black,22.9 dB,No,2000 RPM,80 mm,0
Jonsbo SL-120W,,https://cdna.pcpartpicker.com/static/forever/images/product/49db760051800ca2ba13564d097e4f4b.256p.jpg,28.12 - 59.48 CFM,White,22 - 32 dB,Yes,600 - 1500 RPM,120 mm,0
Corsair AF120 SLIM,,https://cdna.pcpartpicker.com/static/forever/images/product/f7145982ff3815b037eb721d7c1b7fa8.256p.jpg,13.4 - 56.3 CFM,Black,5 - 25.6 dB,Yes,600 - 2000 RPM,120 mm,4.5
Cooler Master Mobius 120P 3-Pack,44.95,https://cdna.pcpartpicker.com/static/forever/images/product/9ae162bf5f065c332bf67a3e4ebf2fa1.256p.jpg,0 - 75.2 CFM,White,0 - 30 dB,Yes,,120 mm,0
Silverstone VISTA 120F,,https://cdna.pcpartpicker.com/static/forever/images/product/4daf667832db6929fa6a3fc417b0b140.256p.jpg,48 CFM,Black,23.1 dB,No,1500 RPM,120 mm,0
BitFenix Spectre Pro,25.01,https://cdna.pcpartpicker.com/static/forever/images/product/02cd1547539a4c92c2396aab9cdb1939.med.256p.jpg,122.2 CFM,White,29.2 dB,Yes,500 - 1800 RPM,140 mm,5
Cooler Master Megaflow,,https://cdna.pcpartpicker.com/static/forever/images/product/81ab0d6b044f8e33cc72e13494c3db81.256p.jpg,110 CFM,Clear,19 dB,No,700 RPM,200 mm,4.5
NZXT Aer RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/7dcb82df69ebeb7fec9595e3e12bb1c5.256p.jpg,20 - 61.4 CFM,Black,22 - 31 dB,Yes,500 - 1500 RPM,120 mm,4
Deepcool RF M 5-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/ce2a73091c7201686c701e13754de847.256p.jpg,56.5 CFM,Black / White,27 dB,Yes,500 - 1500 RPM,120 mm,4.5
Xigmatek Galaxy II Elite 3-Pack,,,,Black / White,,No,600 - 1500 RPM,120 mm,4
Asus TUF Gaming TF120 ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/d41d0c6f7ae7936d5c06e46d17262482.256p.jpg,76 CFM,Black / White,29 dB,Yes,250 - 1900 RPM,120 mm,0
EK Quantum Impulse D-RGB,24.46,https://cdna.pcpartpicker.com/static/forever/images/product/b490e22bb03f84f88a9519005904eaf0.256p.jpg,57.5 CFM,Black / White,24.3 dB,Yes,400 - 1800 RPM,120 mm,0
Corsair SP120 ELITE,,https://cdna.pcpartpicker.com/static/forever/images/product/a78004e38667cd080214746e144b25fc.256p.jpg,6.37 - 45.4 CFM,Black,5 - 20.6 dB,Yes,300 - 1300 RPM,120 mm,2.5
Thermaltake TOUGHFAN EX14 Pro 3-Pack,96.2,https://cdna.pcpartpicker.com/static/forever/images/product/c1a04a3b300f404f8783d7f4edbca550.256p.jpg,102.3 - 119.6 CFM,White,31.6 - 34.1 dB,Yes,500 - 2000 RPM,120 mm,0
Antec Tranquil,,https://cdna.pcpartpicker.com/static/forever/images/product/a2a9c2f97112619c2026f385499de8c8.256p.jpg,21.13 - 85.96 CFM,Black,18.6 - 27.5 dB,Yes,450 - 1500 RPM,140 mm,0
Noctua NF-A14x25 G2 LS-PWM chromax.black,,,0 - 48.03 CFM,Black,0 - 11.4 dB,Yes,,140 mm,0
Montech E28 3-Pack,,,85.09 CFM,Black,34.17 dB,Yes,800 - 2000 RPM,120 mm,0
HAVN H18,,https://cdna.pcpartpicker.com/static/forever/images/product/6eb776db402970924f30a65ae7260540.256p.jpg,164.63 CFM,Black,35 dB,Yes,,180 mm,0
Apevia APEVIA CO512L-PK Cosmos 120mm Pink LED Ultra Silent Case Fan w/ 16 LEDs &amp; Anti-Vibration Rubber Pads (5 Pack) 5-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/8e0df068a1bcc01c6ade38baf58f05dc.256p.jpg,57.67 - 56.67 CFM,,24.7 dB,No,1350 RPM,120 mm,5
ARCTIC P8 5-Pack,18.79,https://cdna.pcpartpicker.com/static/forever/images/product/8a795ff7b14c68019c267ca2996344b1.256p.jpg,23.4 CFM,,,No,3000 RPM,80 mm,0
ADATA XPG HURRICANE,,https://cdna.pcpartpicker.com/static/forever/images/product/cccde97b07ec4b6f53cb0276e9a72323.256p.jpg,61.5 CFM,Black / White,18.17 dB,Yes,600 - 2000 RPM,120 mm,0
Noctua S12B redux-1200,12.95,,59.1 CFM,Black / Gray,18.1 dB,No,1200 RPM,120 mm,5
Thermaltake TOUGHFAN 14 Pro,,,87.6 - 119.6 CFM,Black,24.5 - 31.6 dB,Yes,500 - 2000 RPM,140 mm,0
Fractal Design Prisma AL 3-Pack,36.09,https://cdna.pcpartpicker.com/static/forever/images/product/ba7ea989f3014ff3dafcd0c9dc03f872.256p.jpg,20.68 - 85.71 CFM,White / Black,14.8 - 32.7 dB,Yes,500 - 2000 RPM,120 mm,5
Thermaltake Pure Plus RGB TT Premium Edition 3-Pack,58.55,https://cdna.pcpartpicker.com/static/forever/images/product/50c77943779f65aef2ef410e00b1108f.256p.jpg,56.45 CFM,Black,25.8 dB,Yes,500 - 1500 RPM,120 mm,4
GAMDIAS AEOLus M1,,,45.2 CFM,Black,31 dB,No,1500 RPM,120 mm,0
darkFlash CF8 Pro 3-Pack,,,,Transparent,,No,,120 mm,0
Antec Fusion 120 ARGB 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/da5da13a25577da150cdec049a26e6cc.256p.jpg,57.93 CFM,Black,17.02 - 31.24 dB,Yes,600 - 2000 RPM,120 mm,0
Corsair iCUE ML RGB ELITE Premium,,https://cdna.pcpartpicker.com/static/forever/images/product/2af71f843ddbd078ca5db76ec8832055.256p.jpg,15 - 82.9 CFM,White,10 - 31.8 dB,Yes,400 - 1600 RPM,140 mm,0
ID-COOLING AF-125,,https://cdna.pcpartpicker.com/static/forever/images/product/a63b81d0c5c39ab3a7ebed5e52b2f198.256p.jpg,78.25 CFM,White,29.85 dB,Yes,500 - 2000 RPM,120 mm,0
Scythe Kaze Flex,32.36,https://cdna.pcpartpicker.com/static/forever/images/product/32e0830ce37fc28c0341c3000834f2c0.256p.jpg,16.6 - 43.03 CFM,Black,4 - 14.05 dB,Yes,300 - 800 RPM,120 mm,0
SeaSonic MAGFLOW 3-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/aa6f257d80e5e71089c73dbb95fbe3e1.256p.jpg,63.33 CFM,Black,9.9 - 33.78 dB,Yes,600 - 2000 RPM,120 mm,0
Yeston SAKURA,,https://cdna.pcpartpicker.com/static/forever/images/product/06d483b17436cfd4a2b1ddadf6fd8f64.256p.jpg,79 CFM,Blue / White,35.4 dB,Yes,800 - 1800 RPM,120 mm,3
Cooler Master MasterFan SF120P,114,https://cdna.pcpartpicker.com/static/forever/images/product/7cd330a579f7c0974a9013be170f6378.256p.jpg,43 CFM,Black,8 - 30 dB,Yes,650 - 2000 RPM,120 mm,0
Corsair iCUE ML RGB ELITE Premium 2-Pack,,https://cdna.pcpartpicker.com/static/forever/images/product/791d54bc3c9abc08729f06ffa41d4d64.256p.jpg,15 - 82.9 CFM,Black,10 - 31.8 dB,Yes,400 - 1600 RPM,140 mm,2
Silverstone Air Penetrator 184i ARGB,,https://cdna.pcpartpicker.com/static/forever/images/product/2de58f6e66761f02642715db807f68d1.256p.jpg,0 - 143.21 CFM,Black,0 - 34.5 dB,Yes,,180 mm,0
