name,price,image,fan_rpm,noise_level,color,radiator_size,size,rating
Lian Li Hydroshift II LCD-C CL,148.9,https://cdna.pcpartpicker.com/static/forever/images/product/a292a903628796db100dacea50bbd75e.256p.jpg,200 - 2600 RPM,31 dB,Black,360 mm,360 mm,4.5
Corsair iCUE H100i ELITE CAPELLIX,,https://cdna.pcpartpicker.com/static/forever/images/product/3e80087537051bd56fa7650e7d61516d.256p.jpg,2400 RPM,10 - 37 dB,Black,240 mm,240 mm,4.5
Noctua NH-L12Sx77,78.46,450,1850,450 - 1850 RPM,16.8 - 23.9 dB,Silver / Beige,,,4.5
Corsair iCUE H150i ELITE LCD XT,353.57,https://cdna.pcpartpicker.com/static/forever/images/product/3ec80850afc7392a6dad4b82ef95c424.256p.jpg,550 - 2100 RPM,5 - 34.1 dB,Black,360 mm,360 mm,4.5
Asus ROG STRIX LC III ARGB LCD,159.99,https://cdna.pcpartpicker.com/static/forever/images/product/dc929fc76b049622206c670c699db5d6.256p.jpg,800 - 2200 RPM,36 dB,Black,360 mm,360 mm,0
Cooler Master MasterLiquid 240 ATMOS Stealth,160.7,https://cdna.pcpartpicker.com/static/forever/images/product/63c69817c80eecf861cfc2b24d76c75e.256p.jpg,1 - 2400 RPM,30 dB,Black,240 mm,240 mm,5
Thermalright RK120 SE,32.81,1500,1500 RPM,25.6 dB,Black / Silver,,,5
Noctua NH-L9a-AM4 chromax.black,49.99,600,2500,600 - 2500 RPM,14.8 - 23.6 dB,Black,,,4.5
Iceberg Thermal IceFLOE T95,9.99,https://cdna.pcpartpicker.com/static/forever/images/product/c8eca1f7fd81d05f9713cb8727ad2611.256p.jpg,1000 - 2200 RPM,32.3 dB,Teal / Silver,,,0
Cooler Master Hyper 212 (2023),23.99,https://cdna.pcpartpicker.com/static/forever/images/product/3019d492bb40655131e966a12433e19c.256p.jpg,690 - 2500 RPM,32.8 dB,Black,,,4
Deepcool AK620,,https://cdna.pcpartpicker.com/static/forever/images/product/05c27ddf4caf6b0d585bc03e41b8e7ee.256p.jpg,500 - 1850 RPM,28 dB,Black / Silver,,,4.5
Asus TUF Gaming LC III ARGB LCD,140.94,https://cdna.pcpartpicker.com/static/forever/images/product/ce4d3e24f2aa2d6fd8bb303edbc9ea2f.256p.jpg,650 - 2600 RPM,37.4 dB,Black,360 mm,360 mm,0
NZXT Kraken Elite 240 (2024),108.97,https://cdna.pcpartpicker.com/static/forever/images/product/dbf906f66e7770c4049fd4ef7b9014b5.256p.jpg,500 - 2000 RPM,30 dB,Black,240 mm,240 mm,4
be quiet! Dark Rock Pro 6,77.9,https://cdna.pcpartpicker.com/static/forever/images/product/33c1d4b68e3a4694949482cabd3b5b94.256p.jpg,1900 RPM,7.5 - 32.4 dB,Black,,,0
Noctua NH-U9S,61.94,https://cdna.pcpartpicker.com/static/forever/images/product/bc78f36e2f174fd73acf57aeb849cf11.256p.jpg,400 - 2000 RPM,16.3 - 22.8 dB,,,,4.5
Lian Li Galahad II LCD SL-INF,199.95,https://cdna.pcpartpicker.com/static/forever/images/product/e5e96aa397fa331b3b7853db14d451d3.256p.jpg,29,29 dB,White,360 mm,360 mm,4
Thermalright Peerless Assassin 120 Black,43.28,1550,1550 RPM,25.6 dB,Black,,,4.5
MSI MAG CORELIQUID A15,145.21,https://cdna.pcpartpicker.com/static/forever/images/product/d3425a4b595bab2520fe7b1f3aeac78e.256p.jpg,500 - 2050 RPM,28.7 dB,Black,360 mm,360 mm,4.5
Noctua NH-L9i-17xx chromax.black,49.95,600,2500,600 - 2500 RPM,14.8 - 23.6 dB,Black,,,4
Thermalright Trofeo Vision ARGB 360,121.9,https://cdna.pcpartpicker.com/static/forever/images/product/a8134d885ad4fff0b5adb82c6cb48deb.256p.jpg,2150 RPM,27 dB,Black,360 mm,360 mm,4
ID-COOLING FROZN A410 BLACK,24.99,500,2000,500 - 2000 RPM,29.85 dB,Black,,,4.5
Noctua NH-U12S redux,49.95,https://cdna.pcpartpicker.com/static/forever/images/product/b8721c74d96c94c4b3dfb8c97a7aaae1.256p.jpg,450 - 1700 RPM,25.1 dB,Gray / Silver,,,4.5
ID-COOLING FROZN A410 SE,19.98,300,1800,300 - 1800 RPM,24.8 dB,Black,,,5
Thermalright Assassin Spirit 120 EVO WHITE ARGB,24.85,1850,1850 RPM,27 dB,White,,,4.5
Thermalright Frozen Warframe PRO,90.19,2000,2000 RPM,29.8 dB,Black,360 mm,360 mm,5
ARCTIC Liquid Freezer II 360,,https://cdna.pcpartpicker.com/static/forever/images/product/211ec0a76765180845d9eda341ab7a7b.256p.jpg,800 - 2000 RPM,Black,Black,360 mm,360 mm,4.5
Lian Li GALAHAD AIO 360 RGB,,https://cdna.pcpartpicker.com/static/forever/images/product/b72a09ed5fc7cc5916baaa6767a925bd.256p.jpg,800 - 1900 RPM,White / Silver,White / Silver,360 mm,360 mm,4.5
Thermalright Assassin X Refined SE RGB V2,23.82,1550,1550 RPM,25.6 dB,Black / Silver,,,3.5
NZXT Kraken Z73 RGB,358.99,https://cdna.pcpartpicker.com/static/forever/images/product/3e22ca8828d712a21fae2eff9df00632.256p.jpg,500 - 1500 RPM,22 - 33 dB,White / Black,360 mm,360 mm,4.5
Thermalright Phantom Spirit 120 Digital SNOW,45,https://cdna.pcpartpicker.com/static/forever/images/product/7c63f0241e0a475d4ccbeb359bf6f843.256p.jpg,2150 RPM,27 dB,White,,,5
Montech HyperFlow Silent 360,60.46,800,2200,800 - 2200 RPM,24.8 dB,Black,360 mm,360 mm,4.5
ID-COOLING SE-214-XT V2 PLUS,,,300 - 2000 RPM,27.2 dB,Black,,,0
Cooler Master Hyper 212 3DHP ARGB,24.99,https://cdna.pcpartpicker.com/static/forever/images/product/242eb36db00b711ac41471b5418ad1cd.256p.jpg,,22.6 dB,Black,,,5
ID-COOLING FX360 INF,64.98,https://cdna.pcpartpicker.com/static/forever/images/product/32b5c2c8f8d6f44b47c7bad7a7e4fff9.256p.jpg,300 - 2000 RPM,27.2 dB,White,360 mm,360 mm,4.5
ARCTIC Alpine 23 CO,10.99,https://cdna.pcpartpicker.com/static/forever/images/product/673d40c4176d76373fb262aaf428b235.256p.jpg,100 - 2000 RPM,Black,Black,,,5
ID-COOLING SE-214-XT V2 ARGB WHITE,,,300 - 2000 RPM,27.2 dB,White / Silver,,,5
NZXT Kraken X63,129.98,https://cdna.pcpartpicker.com/static/forever/images/product/a0f3c73c8cb78b224aef8977bb4b2d96.256p.jpg,500 - 2000 RPM,21 - 38 dB,Black,280 mm,280 mm,4.5
Thermalright Frozen Prism,56.89,1850,1850 RPM,27 dB,Black,360 mm,360 mm,4.5
NZXT Kraken X73 RGB,669.55,https://cdna.pcpartpicker.com/static/forever/images/product/0d99565a8dafa7f8051ba6b1fe1b2fb6.256p.jpg,500 - 1500 RPM,22 - 33 dB,White / Black,360 mm,360 mm,4.5
Noctua NH-D12L CHROMAX.BLACK,93.95,https://cdna.pcpartpicker.com/static/forever/images/product/eb80afdef342a39e4cebd7e8d614e815.256p.jpg,450 - 2000 RPM,18.8 - 22.6 dB,Black,,,5
NZXT Kraken Elite 280 RGB (2024),89.99,https://cdna.pcpartpicker.com/static/forever/images/product/15c4378d64d1c782fe589124cd602ff8.256p.jpg,500 - 2000 RPM,34.5 dB,White,280 mm,280 mm,0
Cooler Master Hyper 212 3DHP,23.95,https://cdna.pcpartpicker.com/static/forever/images/product/9555cd585ef8fe714c31ffcff18ead2e.256p.jpg,,22.6 dB,Black,,,0
Gigabyte AORUS WATERFORCE X II 360,187.99,https://cdna.pcpartpicker.com/static/forever/images/product/2809f936c37f569bc66dc16bf827edb3.256p.jpg,800 - 2400 RPM,12 - 37.5 dB,Black,360 mm,360 mm,0
Thermalright Burst Assassin 120 SE,28.27,1550,1550 RPM,25.6 dB,Black / Silver,,,5
NZXT Kraken Core 360 RGB,79.99,,500 - 2400 RPM,31.9 dB,Black,360 mm,360 mm,4
Noctua NH-U12S,74.99,https://cdna.pcpartpicker.com/static/forever/images/product/351c9a441cd970d83faee6f581d07f73.med.256p.jpg,300 - 1500 RPM,18.6 - 22.4 dB,,,,4.5
EK Nucleus AIO CR360 Dark,94.99,https://cdna.pcpartpicker.com/static/forever/images/product/e23f385aa99b252916c494e99ea76d00.256p.jpg,550 - 2300 RPM,36 dB,Black,360 mm,360 mm,5
Thermalright Assassin X 120 PLUS V2,,1500,1500 RPM,25.6 dB,Black / Silver,,,4
Deepcool LE720,104.94,https://cdna.pcpartpicker.com/static/forever/images/product/03c6d21487fa45e877cdf03a1c91da9e.256p.jpg,500 - 2250 RPM,32.9 dB,White,360 mm,360 mm,3
Asus Prime LC 360 ARGB,99.95,https://cdna.pcpartpicker.com/static/forever/images/product/ea7cd3966ed1f0fae31934663e25b0ff.256p.jpg,800 - 2500 RPM,36.5 dB,White,360 mm,360 mm,5
Vetroo V240,49.88,800,1800,800 - 1800 RPM,30.8 dB,Black,240 mm,240 mm,4
Noctua NH-L9i-17xx,39.95,https://cdna.pcpartpicker.com/static/forever/images/product/13c98a675631dfe73b421ff97ef2d561.256p.jpg,600 - 2500 RPM,14.8 - 23.6 dB,Brown / Beige,,,3
Corsair iCUE LINK TITAN 420 RX RGB,179.99,https://cdna.pcpartpicker.com/static/forever/images/product/1a4b746e7487de0e26dca5b541e5f192.256p.jpg,300 - 1700 RPM,Black,Black,420 mm,420 mm,5
Thermalright Peerless Assassin 120 Vision MAX ARGB,66.48,,2150 RPM,27 dB,Black,,,4
NZXT Kraken X53,229.99,https://cdna.pcpartpicker.com/static/forever/images/product/098f91f23535f45875611413e7b892d6.256p.jpg,500 - 2000 RPM,21 - 36 dB,Black,240 mm,240 mm,4.5
ARCTIC Freezer 8A,14.99,https://cdna.pcpartpicker.com/static/forever/images/product/0fbf110862d4b082bd2226d6dcf78801.256p.jpg,200 - 2300 RPM,Black / Silver,Black / Silver,,,0
Thermalright Peerless Assassin 120 White,37.9,1550,1550 RPM,25.6 dB,White,,,4.5
Thermalright Peerless Vision 360 ARGB,87.9,,2000 RPM,28.2 dB,Black,360 mm,360 mm,4.5
Thermalright Peerless Assassin 120 SE V2,35.9,1850,1850 RPM,29.5 dB,Black / Silver,,,0
Lian Li Galahad II Lite Performance,101.94,https://cdna.pcpartpicker.com/static/forever/images/product/c148cd506d04c47865c6cb03cff65a9e.256p.jpg,200 - 2500 RPM,29.8 dB,Black,360 mm,360 mm,4.5
Deepcool MYSTIQUE 360,64.9,https://cdna.pcpartpicker.com/static/forever/images/product/2ebe54999faaba93c3e8fbb919aba240.256p.jpg,500 - 2150 RPM,36.49 dB,Black,360 mm,360 mm,4
NZXT Kraken 120,130.18,https://cdna.pcpartpicker.com/static/forever/images/product/fce03253070b8542ded02ac3bdc3b8f7.256p.jpg,500 - 2000 RPM,21 - 36 dB,Black,120 mm,120 mm,4.5
Vetroo V5,29.99,800,1700,800 - 1700 RPM,30.8 dB,Black,,,4.5
Montech NX400 ARGB,18.46,https://cdna.pcpartpicker.com/static/forever/images/product/cc194d26f2f6a6b84c6f53b42c212319.256p.jpg,8000 - 2000 RPM,34.17 dB,Black / Silver,,,0
Thermalright Frozen Infinity 240 ARGB,57.1,2000,2000 RPM,28.2 dB,Black,240 mm,240 mm,4.5
be quiet! Pure Rock Pro 3 LX,39.95,https://cdna.pcpartpicker.com/static/forever/images/product/f8e58ac8b629760758480d7cc22ad020.256p.jpg,2000 RPM,14 - 34.8 dB,Black,,,4.5
Deepcool AK620 DIGITAL,56.99,https://cdna.pcpartpicker.com/static/forever/images/product/e0f646f05ca57372374cf39b3b34a1c3.256p.jpg,500 - 1850 RPM,28 dB,Black,,,4.5
Thermalright Aqua Elite 360 ARGB V5,61.38,,2000 RPM,28.2 dB,White,360 mm,360 mm,0
ID-COOLING FROSTFLOW X,40,https://cdna.pcpartpicker.com/static/forever/images/product/e35753cbf265ef2b0edebf1c84825012.256p.jpg,700 - 1800 RPM,18 - 35.2 dB,280,240 mm,240 mm,4.5
Super Flower COOLDEX ST4,,https://cdna.pcpartpicker.com/static/forever/images/product/5f57e77d844e75ffe4c09d05b4eba6d3.256p.jpg,800 - 1800 RPM,24.51 dB,Black,120 mm,120 mm,0
ARCTIC Liquid Freezer III 280 A-RGB,47.9,https://cdna.pcpartpicker.com/static/forever/images/product/8ed355fe9c6060ea33f9d50757e15be1.256p.jpg,200 - 1900 RPM,Black,White,280 mm,280 mm,4.5
Thermalright Assassin X Refined SE,17.89,1550,1550 RPM,25.6 dB,White / Silver,,,5
be quiet! Light Loop,102.94,https://cdna.pcpartpicker.com/static/forever/images/product/1099d7ff04fd6bcc7cfcfccaa12a67bb.256p.jpg,1500 - 2900 RPM,17.2 - 36.8 dB,Black,360 mm,360 mm,4.5
Noctua NH-P1,109.95,https://cdna.pcpartpicker.com/static/forever/images/product/9bf88a0725d8d9b4e3a5b10e4bebeeab.256p.jpg,0,0 dB,Silver,,,5
be quiet! Dark Rock Elite,79.99,https://cdna.pcpartpicker.com/static/forever/images/product/dc3b736cb12f53d2b02b8fd652f3172f.256p.jpg,1500 - 2000 RPM,11 - 25.8 dB,Black,,,4.5
Deepcool AG200,,https://cdna.pcpartpicker.com/static/forever/images/product/2a3efa7e128926eada03042cf24e1e6d.256p.jpg,500 - 3050 RPM,30.5 dB,Black / Silver,,,5
Deepcool AK400 DIGITAL,,https://cdna.pcpartpicker.com/static/forever/images/product/cdd47d524615ffee254da2f4010c0562.256p.jpg,500 - 1850 RPM,28 dB,Black,,,4.5
Corsair H100i v2,Add,2435,2435 RPM,37.7 dB,240,240 mm,240 mm,4.5
Noctua NH-D12L,89.95,450,2000,450 - 2000 RPM,18.8 - 22.6 dB,Beige / Brown,,,4.5
Thermalright Wonder Vision 360 Turbo ARGB,197,https://cdna.pcpartpicker.com/static/forever/images/product/e98abf5909127c08d340d2933087e42e.256p.jpg,3000 RPM,44.7 dB,Black,360 mm,360 mm,0
NZXT Kraken Elite 280,120.41,https://cdna.pcpartpicker.com/static/forever/images/product/d67364f66ec158944a9f8da7c011e81a.256p.jpg,500 - 1500 RPM,19.4 - 32.1 dB,Black,280 mm,280 mm,4
Cooler Master Hyper 212 Halo,33.59,https://cdna.pcpartpicker.com/static/forever/images/product/240fb0c07a7eecd84ed0582d147ea50a.256p.jpg,650 - 2050 RPM,27 dB,Black,,,4.5
Corsair iCUE H100i RGB PRO XT,,https://cdna.pcpartpicker.com/static/forever/images/product/adc0e1d172f0de205c1c74fe9e80ef31.256p.jpg,2400 RPM,37 dB,Black,240 mm,240 mm,4
Gigabyte AORUS WATERFORCE II 360 ICE,85,https://cdna.pcpartpicker.com/static/forever/images/product/62ac13b1b303cbb323d815f4fee6fc3f.256p.jpg,800 - 2300 RPM,12.8 - 36.9 dB,White,360 mm,360 mm,5
Deepcool LE240 V2,57.94,https://cdna.pcpartpicker.com/static/forever/images/product/4651f53d0608592d86058bdfa67a050f.256p.jpg,500 - 2100 RPM,31.6 dB,Black,240 mm,240 mm,5
TRYX TURRIS 620,84.95,https://cdna.pcpartpicker.com/static/forever/images/product/46a5e9b5246971c295069f4416bb5e57.256p.jpg,500 - 1850 RPM,27.42 dB,Black,,,0
Scythe Fuma 3,54.13,https://cdna.pcpartpicker.com/static/forever/images/product/a099eed81cc4729754f632a86be57d8d.256p.jpg,200 - 1500 RPM,4 - 28.6 dB,Black / Silver,,,5
NZXT Kraken Elite 360,384.13,https://cdna.pcpartpicker.com/static/forever/images/product/b5af5d6ebb1594a90a21922fbdae33ed.256p.jpg,500 - 1800 RPM,17.9 - 30.6 dB,Black,360 mm,360 mm,4.5
Cooler Master Hyper 612 APEX,70.47,https://cdna.pcpartpicker.com/static/forever/images/product/0e93f850d001bc32bcee54a9ea16ca9b.256p.jpg,30,30 dB,Black,,,4.5
Thermaltake Gravity A2,30.15,https://cdna.pcpartpicker.com/static/forever/images/product/d852a8bc814b7647bc959bb95b587688.256p.jpg,1200 - 3500 RPM,33.5 dB,Silver / Black,,,0
Deepcool Ice Edge Mini FS V2.0,,https://cdna.pcpartpicker.com/static/forever/images/product/d0df0c0f4db12a0abdfb1787fb33be3a.256p.jpg,2200 RPM,24.7 dB,,,,5
Jonsbo CR-1000,,https://cdna.pcpartpicker.com/static/forever/images/product/b7c2a068e38a4440f13dfe6b94edf5ab.256p.jpg,700 - 1800 RPM,20.55 - 37.2 dB,Black,,,4.5
Thermalright Mjolnir Vision 360 ARGB,89,https://cdna.pcpartpicker.com/static/forever/images/product/0746bec62f4bfaf985babd7b58fdec0d.256p.jpg,2150 RPM,27 dB,Black,360 mm,360 mm,5
ID-COOLING FROZN A720 BLACK,69.98,500,2000,500 - 2000 RPM,33.5 dB,Black,,,4.5
Scythe Mugen 6 Dual Fan,72.64,https://cdna.pcpartpicker.com/static/forever/images/product/fe493b7acbc32629a01695a1b5fda3d3.256p.jpg,300 - 2000 RPM,3 - 26.88 dB,Black,,,5
Xilence I200,13.06,2200,2200 RPM,25 dB,Black / Silver,,,0
Thermaltake Contact 9 SE,33.35,https://cdna.pcpartpicker.com/static/forever/images/product/d8d5587e5e3ae0eb755206c063c16f1f.256p.jpg,800 - 2000 RPM,24.5 dB,Black / Silver,,,4
NZXT Kraken Core 240 RGB,59.9,,500 - 2400 RPM,31.9 dB,Black,240 mm,240 mm,0
ARCTIC Liquid Freezer II 280,,https://cdna.pcpartpicker.com/static/forever/images/product/d4be1665d9e39cda9ce38d3cac4abfe6.256p.jpg,200 - 1700 RPM,Black,Black,280 mm,280 mm,4.5
ARCTIC Alpine 17,9.99,https://cdna.pcpartpicker.com/static/forever/images/product/6f6e72d3f900e592f78ea9a58fc0fc7b.256p.jpg,100 - 2000 RPM,Black / White,Black / White,,,0
Thermalright Peerless Assassin 120 Digital,34.99,https://cdna.pcpartpicker.com/static/forever/images/product/ee7f6a1d8fe78328bbe05c57f2b2dc63.256p.jpg,1850 RPM,25.6 dB,Black,,,4
Asus ProArt LC 360,169.99,https://cdna.pcpartpicker.com/static/forever/images/product/b209d7e7553704fc45440971a103623b.256p.jpg,0,39.5,0 - 39.5 dB,Black,360 mm,360 mm,0
MSI MEG CORELIQUID S280,349.52,https://cdna.pcpartpicker.com/static/forever/images/product/df5ce8233332b1b11b2ada3c3e4e86c8.256p.jpg,24.9,24.9 dB,Black,280 mm,280 mm,5
Phanteks Glacier One 360M25 LCD,129.9,https://cdna.pcpartpicker.com/static/forever/images/product/5e5553c080020030d22e8008b5907fc5.256p.jpg,350 - 2000 RPM,35.13 dB,Black,360 mm,360 mm,0
Thermalright Assassin King SE,21.54,1550,1550 RPM,25.6 dB,Silver / Gray,,,3.5
ENDORFY Spartan 5,17,https://cdna.pcpartpicker.com/static/forever/images/product/71497cf92663ac447ebd1dd12525c26e.256p.jpg,250 - 1500 RPM,Black / Silver,Black / Silver,,,0
Zalman CNPS10X Performa,66.06,700,1500,700 - 1500 RPM,27 dB,White,,,0
Cooler Master MasterLiquid 360 Atmos,98.32,https://cdna.pcpartpicker.com/static/forever/images/product/1f83b39742ea2f6a259c167218439a95.256p.jpg,690 - 2500 RPM,27.2 dB,Black,360 mm,360 mm,5
ARCTIC Liquid Freezer III 360,200,https://cdna.pcpartpicker.com/static/forever/images/product/6e91b2e301abb56cd87d1e4a301540e1.256p.jpg,200 - 1800 RPM,Black,Black,360 mm,360 mm,4.5
Scythe Mugen 5 Rev. B,,300,1200,300 - 1200 RPM,4 - 24.9 dB,Silver / Black,,,4.5
Thermalright Silver Soul 110,29.9,2500,2500 RPM,23 dB,Black,,,4.5
Montech LightFlow ARGB,50.47,https://cdna.pcpartpicker.com/static/forever/images/product/9d09ce9cd7175fe6961f52d82310dd7c.256p.jpg,600 - 2000 RPM,34.3 dB,Black,360 mm,360 mm,5
Thermalright Burst Assassin 120 EVO DARK,36.61,1500,1500 RPM,25.6 dB,Black,,,5
SAMA SM360 LCD,109.99,https://cdna.pcpartpicker.com/static/forever/images/product/dbb6b63aae4fd20346f6cbb7478072e1.256p.jpg,800 - 1800 RPM,35.5 dB,White,360 mm,360 mm,4.5
ARCTIC Freezer 36 CO,24.99,https://cdna.pcpartpicker.com/static/forever/images/product/02bcf23ff467b4e20229995637470e9c.256p.jpg,200 - 1800 RPM,Black / Silver,Black / Silver,,,5
ARCTIC Liquid Freezer III 280,129.99,https://cdna.pcpartpicker.com/static/forever/images/product/8b7c238a1a688b69e07a422b29d8490c.256p.jpg,200 - 1700 RPM,Black,Black,280 mm,280 mm,4.5
Corsair H60 (2018),,1700,1700 RPM,28.3 dB,Black,120 mm,120 mm,4.5
Thermalright Frozen Warframe 240 SE ARGB,57.36,https://cdna.pcpartpicker.com/static/forever/images/product/5f9ed2a002be8bfd55348ce9f56401fe.256p.jpg,2000 RPM,29.8 dB,Black,240 mm,240 mm,0
ARCTIC Liquid Freezer III 420 A-RGB,94.99,https://cdna.pcpartpicker.com/static/forever/images/product/04ab97466c3a3e7cd0e57f44ad674e00.256p.jpg,200 - 1900 RPM,Black,White,420 mm,420 mm,4.5
Thermalright Assassin X 90 SE ARGB,23.54,2200,2200 RPM,23.85 dB,Black / Silver,,,5
Thermalright Phantom Spirit 120 Vision SNOW,87.99,,2150 RPM,36 dB,White,,,5
Noctua NH-D15S,89.95,https://cdna.pcpartpicker.com/static/forever/images/product/ed53ee293a5850a42c79d46f37349901.256p.jpg,300 - 1500 RPM,19.2 - 24.6 dB,,,,4.5
Lian Li GALAHAD AIO 360 RGB UNI FAN SL120 EDITION,,https://cdna.pcpartpicker.com/static/forever/images/product/955050d4431a480818d74c81b1e0c777.256p.jpg,800 - 1900 RPM,32 dB,White / Silver,360 mm,360 mm,4.5
Thermalright Peerless Assassin 90 SE,35.99,2200,2200 RPM,23.85 dB,Black,,,5
Thermaltake TH360 V2 ARGB Sync,130.69,https://cdna.pcpartpicker.com/static/forever/images/product/c386f554532842b707ad332c05a8e4e1.256p.jpg,500 - 2000 RPM,25.8 dB,Black,360 mm,360 mm,0
ENDORFY Fera 5,40.29,https://cdna.pcpartpicker.com/static/forever/images/product/638f83e2b668cb90893441d2af3bebab.256p.jpg,250 - 1800 RPM,Black / Silver,Black / Silver,,,5
NZXT Kraken Z63,253.45,https://cdna.pcpartpicker.com/static/forever/images/product/ac552283fdffa791733145916bb359c4.256p.jpg,500 - 1800 RPM,21 - 38 dB,Black,280 mm,280 mm,4.5
Thermalright Phantom Spirit 120 Vision EVO,87.99,,2150 RPM,36 dB,Black,,,0
be quiet! Pure Rock 3 LX,29.99,https://cdna.pcpartpicker.com/static/forever/images/product/54d0d39f1e8b2f3b115e8f999bddeff9.256p.jpg,2000 RPM,14 - 34.8 dB,Black,,,4
Asus ROG STRIX LC 240 RGB White Edition,447.86,800,2500,800 - 2500 RPM,37.6 dB,White,240 mm,240 mm,4
Cooler Master MasterLiquid 360 Core II,69.98,https://cdna.pcpartpicker.com/static/forever/images/product/c8da8a5c493096df1d87b18deb07b715.256p.jpg,600 - 1750 RPM,30 dB,Black,360 mm,360 mm,4
Asus ROG Ryujin 240 RGB AIO,137.06,https://cdna.pcpartpicker.com/static/forever/images/product/e853a45e569b94d909348ddf3e4ba6a4.256p.jpg,450 - 2000 RPM,29.7 dB,Black,240 mm,240 mm,3.5
Lian Li HydroShift II OLED Curved 360P28,259.89,https://cdna.pcpartpicker.com/static/forever/images/product/f25be405930942f70c777d57e059cbd6.256p.jpg,200 - 3000 RPM,38.1 dB,Black,360 mm,360 mm,0
Thermalright Royal Pretor 130 Ultra,57.84,,1750 RPM,28.3 dB,Black,,,5
Noctua NH-D9L chromax.black,65.9,https://cdna.pcpartpicker.com/static/forever/images/product/6df0aa42863d202387df1a545db8dd68.256p.jpg,400 - 2000 RPM,16.3 - 22.8 dB,Black,,,5
NZXT Kraken Elite 240 RGB (2024),169.99,https://cdna.pcpartpicker.com/static/forever/images/product/b022f8dac94716cbdada89d59bedd421.256p.jpg,500 - 2400 RPM,30 dB,White,240 mm,240 mm,5
Corsair iCUE LINK H150i RGB,203.62,https://cdna.pcpartpicker.com/static/forever/images/product/72c1f2a5697eedfdede263123f14c050.256p.jpg,480 - 2400 RPM,Black,Black,360 mm,360 mm,4.5
iBuypower AW4,79.99,https://cdna.pcpartpicker.com/static/forever/images/product/174290a09e576ba61b5073378b28f7c9.256p.jpg,700 - 2000 RPM,38 dB,Black,360 mm,360 mm,0
Deepcool LS720,,https://cdna.pcpartpicker.com/static/forever/images/product/d0521b5fb17a11941fefa276e9c84f31.256p.jpg,500 - 2250 RPM,32.9 dB,Black,360 mm,360 mm,4.5
Cooler Master MasterLiquid ML240 Illusion,96.34,https://cdna.pcpartpicker.com/static/forever/images/product/628b6b76bd5c0ee6aadc29d45638bd9d.256p.jpg,650 - 1800 RPM,6 - 30 dB,Black,240 mm,240 mm,4
ID-COOLING IS-67-XT,39.99,https://cdna.pcpartpicker.com/static/forever/images/product/3d2876ced4747f363cbc4a097d78c8a7.256p.jpg,500 - 2200 RPM,35.2 dB,Black,,,5
Thermaltake Gravity i2,34.27,1800,1800 RPM,21.3 dB,,,,4
Jonsbo CR-1400 EVO ARGB Black,,https://cdna.pcpartpicker.com/static/forever/images/product/2fe7a90c8bdb7b9447c4277b4ebcf1a1.256p.jpg,800 - 2200 RPM,22.3 - 33.8 dB,Black,,,5
Thermalright Royal Pretor 130,54.17,1750,1750 RPM,28.3 dB,Black / Silver,,,4.5
Deepcool ASSASSIN IV,74.5,https://cdna.pcpartpicker.com/static/forever/images/product/48b85a3acc39adeb07b6acb12d1e10b6.256p.jpg,500 - 1700 RPM,22.6 - 29.3 dB,Black,,,4.5
be quiet! Dark Rock 4,,https://cdna.pcpartpicker.com/static/forever/images/product/aba40716670bdd4a88508ee83621b33a.256p.jpg,1400 RPM,Black,Black,,,4.5
MSI MAG CORELIQUID I360,89.99,https://cdna.pcpartpicker.com/static/forever/images/product/54b4ba5d99e1eaa6217f58b5ab9438f2.256p.jpg,,Black,Black,360 mm,360 mm,5
ARCTIC Liquid Freezer II 240,,https://cdna.pcpartpicker.com/static/forever/images/product/8836b6919f843ea0a51fe5b544efe3bf.256p.jpg,200 - 1800 RPM,Black,Black,240 mm,240 mm,4.5
ID-COOLING FROZN A620 BLACK,39.99,500,2000,500 - 2000 RPM,29.85 dB,Black,,,5
Asus ROG RYUO IV 360 ARGB Hatsune Miku Edition,,https://cdna.pcpartpicker.com/static/forever/images/product/742a890914d74f64d6f9be0bd363761a.256p.jpg,800 - 2650 RPM,39.6 dB,Teal,360 mm,360 mm,5
MSI MPG CORELIQUID P13,125.47,https://cdna.pcpartpicker.com/static/forever/images/product/6ae35524f7275ccd23d7d031183cf0be.256p.jpg,500 - 2050 RPM,,White,360 mm,360 mm,5
Scythe Kotetsu Mark 3,22.72,https://cdna.pcpartpicker.com/static/forever/images/product/21ee991b3528cb8827822250c4e13ff3.256p.jpg,300 - 1500 RPM,4 - 28.6 dB,Black / Silver,,,4
Corsair iCUE LINK H100i RGB,179.99,https://cdna.pcpartpicker.com/static/forever/images/product/0c018b979ff6fbae25436e7e64c5a140.256p.jpg,480 - 2400 RPM,Black,Black,240 mm,240 mm,3.5
