web_scraper_order,web_scraper_start_url,pagination,name,capacity,interface,rating,price,price2,price_gb,cache,name3,type,form_factor,price3,price4,capacity2,price_gb2,type2,form_factor2,interface2,cache2,name2,name4
"1784217982-5783","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Axiom 0A89470-AX","Capacity500 GB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/804cee557fd2b8e0e4bf638e4515d89e.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/804cee557fd2b8e0e4bf638e4515d89e.256p.jpg"
"1784217982-5784","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Axiom 0A89478-AX","Capacity3 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/8c6de87c378e6e07a3c6caa107e4e2d3.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8c6de87c378e6e07a3c6caa107e4e2d3.med.256p.jpg"
"1784217982-5787","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Hitachi 0J23353","Capacity320 GB","InterfaceSATA 3.0 Gb/s","(1)","£43.95Add","","Price / GB£0.137","Cache8 MB","(1)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217982-5805","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Seagate ST3000VX002","Capacity3 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type5900 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/515tXzcokrL.jpg","https://m.media-amazon.com/images/I/515tXzcokrL.jpg"
"1784217982-5806","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Seagate STBD6000100","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type5900 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41yVkv4-1UL.jpg","https://m.media-amazon.com/images/I/41yVkv4-1UL.jpg"
"1784217982-5822","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Seagate Enterprise","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/31ZcMAjFu3L.jpg","https://m.media-amazon.com/images/I/31ZcMAjFu3L.jpg"
"1784217982-5823","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Hitachi He6","Capacity6 TB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://images-na.ssl-images-amazon.com/images/I/41M11H6bpxL.jpg","https://images-na.ssl-images-amazon.com/images/I/41M11H6bpxL.jpg"
"1784217982-5841","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Lenovo ThinkPad","Capacity500 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache8 MB","(0)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41EX+2DMsGL.jpg","https://m.media-amazon.com/images/I/41EX+2DMsGL.jpg"
"1784217982-5842","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Lenovo 4N40A33711","Capacity3 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217982-5843","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Seagate ST3146356SS-IM","Capacity146 GB","InterfaceSAS 3.0 Gb/s","(0)","£102.90Add","","Price / GB£0.705","Cache16 MB","(0)","Type15000 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217982-5844","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Seagate ST380215AS-IM","Capacity80 GB","InterfaceSAS 3.0 Gb/s","(0)","Add","","Price / GB","Cache2 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217982-5845","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Seagate Savvio 15K.3","Capacity300 GB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type15000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217982-5846","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Toshiba MQ01ABD075 dup","Capacity750 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache8 MB","(0)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/8eb3b811b1f9e9f553ea5b1ea12eaa91.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/8eb3b811b1f9e9f553ea5b1ea12eaa91.med.256p.jpg"
"1784217982-5848","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Hitachi Ultrastar C10K900","Capacity600 GB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type10000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217982-5849","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Hitachi Ultrastar C10K900","Capacity900 GB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type10000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/1bf098a28c7f000ad83f02f213f5b940.med.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/1bf098a28c7f000ad83f02f213f5b940.med.256p.jpg"
"1784217982-5850","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Seagate ST2000NM0054","Capacity2 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://images-na.ssl-images-amazon.com/images/I/41u3jILYlTL.jpg","https://images-na.ssl-images-amazon.com/images/I/41u3jILYlTL.jpg"
"1784217982-5851","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=54","Hitachi 0S03364","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache32 MB","(0)","Type5400 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51UgXDJfMLL.jpg","https://m.media-amazon.com/images/I/51UgXDJfMLL.jpg"
"1784217991-5865","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar 7K6000","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/cad2aa9647440989a9b0053a2b68ed91.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/cad2aa9647440989a9b0053a2b68ed91.256p.jpg"
"1784217991-5866","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Travelstar Z5K320","Capacity250 GB","InterfaceSATA 3.0 Gb/s","(0)","Add","","Price / GB","Cache8 MB","(0)","Type5400 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5867","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Seagate ST2000NX0353","Capacity2 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41RgoDZ5rtL.jpg","https://m.media-amazon.com/images/I/41RgoDZ5rtL.jpg"
"1784217991-5868","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar C10K900","Capacity450 GB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type10000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5884","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Seagate ST1200MM0158","Capacity1.2 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type10000 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/41qSUTYReFL.jpg","https://m.media-amazon.com/images/I/41qSUTYReFL.jpg"
"1784217991-5885","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Toshiba P300","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(10)","Add","","Price / GB","Cache64 MB","(10)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/4668c3b9a80adeed428b2bf698582355.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/4668c3b9a80adeed428b2bf698582355.256p.jpg"
"1784217991-5888","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Seagate Enterprise NAS","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/be5379df1642bf1382ee5cea0c82169d.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/be5379df1642bf1382ee5cea0c82169d.256p.jpg"
"1784217991-5897","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Seagate ST2000NX0303","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor2.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5898","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Western Digital RE","Capacity5 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/51cGkudh4LL.jpg","https://m.media-amazon.com/images/I/51cGkudh4LL.jpg"
"1784217991-5899","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar Archive Ha10","Capacity10 TB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5900","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar Archive Ha10","Capacity10 TB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5901","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar Archive Ha10","Capacity10 TB","InterfaceSAS 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5902","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar Archive Ha10","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5903","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar Archive Ha10","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5904","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar Archive Ha10","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5905","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar Archive Ha10","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5906","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar Archive Ha10","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5907","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar Archive Ha10","Capacity10 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5908","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Toshiba HDWA130XZSTA","Capacity3 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache64 MB","(0)","Type5700 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://m.media-amazon.com/images/I/31rBlwGRolL.jpg","https://m.media-amazon.com/images/I/31rBlwGRolL.jpg"
"1784217991-5909","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Seagate Enterprise NAS","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/522ae2cd7bd2dc96b8fef35d250af682.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/522ae2cd7bd2dc96b8fef35d250af682.256p.jpg"
"1784217991-5910","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Seagate ST6000VN0021","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/522ae2cd7bd2dc96b8fef35d250af682.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/522ae2cd7bd2dc96b8fef35d250af682.256p.jpg"
"1784217991-5911","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Hitachi Ultrastar He8","Capacity8 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5932","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Western Digital Caviar SE","Capacity250 GB","InterfacePATA 100","(0)","Add","","Price / GB","Cache8 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5933","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Western Digital WD Red Pro","Capacity5 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784217991-5934","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=57","Western Digital RE","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache128 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/af5814252939de8d54887ae8dcd6c54d.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/af5814252939de8d54887ae8dcd6c54d.256p.jpg"
"1784218001-5964","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos 7E8 4Kn","Capacity2 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/fb3504a458e4eac13f1f566f2bb3526a.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/fb3504a458e4eac13f1f566f2bb3526a.256p.jpg"
"1784218001-5965","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos 7E8 4Kn","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/989a6dddb19ad3484e46ab7ff3a22bf4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/989a6dddb19ad3484e46ab7ff3a22bf4.256p.jpg"
"1784218001-5966","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos 7E8 4Kn","Capacity6 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/989a6dddb19ad3484e46ab7ff3a22bf4.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/989a6dddb19ad3484e46ab7ff3a22bf4.256p.jpg"
"1784218001-5967","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos 7E8 512n","Capacity3 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784218001-5968","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos 7E8 512n","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784218001-5969","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos 7E8 512n","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784218001-5970","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos 7E8 512e","Capacity4 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784218001-5971","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos 7E8 512e","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784218001-5972","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos 7E8 512e","Capacity8 TB","InterfaceSATA 6.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784218001-5973","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos X18","Capacity18 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/6a261ad0b1daa9ef29f68a5df76860d5.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/6a261ad0b1daa9ef29f68a5df76860d5.256p.jpg"
"1784218001-5974","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos X18","Capacity18 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784218001-5975","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos X18","Capacity16 TB","InterfaceSAS 12.0 Gb/s","(0)","Out of stock£574.32Add","Out of stock£574.32","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","Out of stock","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://cdna.pcpartpicker.com/static/forever/images/product/cec240e9842d2f5a361fbfa2bcd8ebfe.256p.jpg","https://cdna.pcpartpicker.com/static/forever/images/product/cec240e9842d2f5a361fbfa2bcd8ebfe.256p.jpg"
"1784218001-5976","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Seagate Exos X18","Capacity16 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache256 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
"1784218001-5979","https://uk.pcpartpicker.com/products/internal-hard-drive/","https://uk.pcpartpicker.com/products/internal-hard-drive/#page=62","Western Digital Ultrastar DC HC550","Capacity18 TB","InterfaceSAS 12.0 Gb/s","(0)","Add","","Price / GB","Cache512 MB","(0)","Type7200 RPM","Form Factor3.5""","Add","","Capacity","Price / GB","Type","Form Factor","Interface","Cache","https://uk.pcpartpicker.com/static/forever/img/no-image.png",""
