name,price,image,type,frequency_response,microphone,wireless,enclosure_type,color,rating
MSI MAESTRO 300,40.82,https://cdna.pcpartpicker.com/static/forever/images/product/7e701112895caada4fb4121743cdb21f.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,No,Closed,Black,0
HP HyperX Cloud Flight,,Circumaural,Circumaural,15 Hz - 23 kHz,Yes,Yes,Closed,Black / Red,4
NZXT Relay,45.46,https://cdna.pcpartpicker.com/static/forever/images/product/6c75d13bdfb810b3f9bf8b64259bd515.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,No,Closed,Black / Purple,0
SteelSeries Arctis Pro + GameDAC,178.99,https://cdna.pcpartpicker.com/static/forever/images/product/47c3a9f54069d7ea8dc1cb13e84d4a42.256p.jpg,Circumaural,10 Hz - 40 kHz,Yes,No,Closed,Black,4.5
Cyber Acoustics ACM-70B,12.99,https://cdna.pcpartpicker.com/static/forever/images/product/1455b7ea402a06403cec5b9c3aaf63bb.256p.jpg,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black,0
Sennheiser HD 280 PRO,89.9,https://cdna.pcpartpicker.com/static/forever/images/product/91cfa8c71ec5eeaa4f4454908c7f78fa.256p.jpg,Circumaural,8 Hz - 25 kHz,No,No,Closed,Black,4.5
Asus ROG Delta,179.5,https://cdna.pcpartpicker.com/static/forever/images/product/87756208e58e43f3ecaf05d68f911a9f.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,No,Closed,Black / Silver,5
Astro Gaming A40 TR + MixAmp Pro TR,349,https://cdna.pcpartpicker.com/static/forever/images/product/63b5586f9515b362c7ff2bd8d0390f35.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gold,5
Razer Kraken BT - Hello Kitty and Friends Edition,72.98,https://cdna.pcpartpicker.com/static/forever/images/product/82395c7aa315d8987440ba8ca39a1df9.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Pink / White,0
HiFiMAN HE1000 Stealth,839,Circumaural,Circumaural,8 Hz - 65 kHz,No,No,Open,Silver / Brown,0
Sennheiser HD 490 PRO Plus,479,https://cdna.pcpartpicker.com/static/forever/images/product/850669cf70ab20f013120e0ee4779ed4.256p.jpg,Circumaural,false,No,No,Open,Black,0
MSI DS501,51.43,https://cdna.pcpartpicker.com/static/forever/images/product/df4f5b246212eadb4b0fa33ededdc43d.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,0
Astro A50 + Base Station,219.99,https://cdna.pcpartpicker.com/static/forever/images/product/06af9bef17d27f922a4c2b6cd80776ba.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Gray,0
Sony ZX110 (Black),22.19,https://cdna.pcpartpicker.com/static/forever/images/product/9ea3286e4f33c5270702d290140ba0dc.256p.jpg,Supra-aural,12 Hz - 22 kHz,Yes,No,Closed,Black,0
Adesso Xtream P500,29.14,https://cdna.pcpartpicker.com/static/forever/images/product/75b7ba2300ccad9b513cc8e7e5316764.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,0
HiFiMAN HE1000,,Circumaural,Circumaural,8 Hz - 65 kHz,No,No,Open,Silver / Brown,0
Corsair Virtuoso Pro,210.5,https://cdna.pcpartpicker.com/static/forever/images/product/38551f28137cd3041f452ec0b6efebb6.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,No,Open,Black,0
SteelSeries Arctis Nova 7P,168.61,https://cdna.pcpartpicker.com/static/forever/images/product/9824083e9313ff8b8587ce09b2d9a514.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,Yes,Closed,White / Blue,0
Apple AirPods Pro 3,,https://cdna.pcpartpicker.com/static/forever/images/product/3fb45a8942c4b39a775037d51b0e8d91.256p.jpg,In Ear,,Yes,Yes,Closed,White,0
SteelSeries Arctis Prime,44.66,https://cdna.pcpartpicker.com/static/forever/images/product/1ff377814b9acb6f60ed087538ad40db.256p.jpg,Circumaural,10 Hz - 40 kHz,Yes,No,Closed,Black,3
Asus TUF Gaming H3,49.99,https://cdna.pcpartpicker.com/static/forever/images/product/3ec0480dc0e8ee0a28328df7adab77bb.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gray,4
Final B1,754.7,In Ear,In Ear,false,No,No,Closed,Copper / Black,0
HiFiMAN HE1000se,1699,Circumaural,Circumaural,8 Hz - 65 kHz,No,No,Open,Silver / Brown,0
Asus ROG CETRA II,97.99,https://cdna.pcpartpicker.com/static/forever/images/product/208804dbc26e238e46c9113f8e24cc3e.256p.jpg,In Ear,20 Hz - 40 kHz,Yes,No,Closed,Black,0
Asus ROG Strix Go Core,72,https://cdna.pcpartpicker.com/static/forever/images/product/a13bf58168168f79ac77ff3a03448086.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,No,Closed,Black,0
Audeze Maxwell for PlayStation 5,298.89,https://cdna.pcpartpicker.com/static/forever/images/product/1df40b8e7169afdba5d4f75aef3123c5.256p.jpg,Circumaural,10 Hz - 50 kHz,Yes,Yes,Closed,Black / Blue,4.5
EPOS H6PRO,125.28,https://cdna.pcpartpicker.com/static/forever/images/product/ea0711b93990cbd30566d4e5f6da000c.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,5
Corsair Virtuoso RGB SE,249.07,https://cdna.pcpartpicker.com/static/forever/images/product/479ae9e9a1a2ebd36345213cd0b3620a.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,Yes,Closed,Black,3.5
Corsair VOID v2 MAX WIRELESS,119.99,https://cdna.pcpartpicker.com/static/forever/images/product/3b88e393ae5dee85461f47e312fc2a9e.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,0
Final B2,308.24,In Ear,In Ear,false,No,No,Closed,Black,0
EKSA E900 PRO,46.99,https://cdna.pcpartpicker.com/static/forever/images/product/5b3750a6ff09ddf9225211bd97353c4e.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,5
Beyerdynamic DT 880 Pro,162,https://cdna.pcpartpicker.com/static/forever/images/product/7f34af7f696f38487b48982534343002.256p.jpg,Circumaural,5 Hz - 35 kHz,No,No,Semi-open,Gray,4.5
Razer Kaira for Xbox,79.52,https://cdna.pcpartpicker.com/static/forever/images/product/b31e6d159eb68f5ee258ed2d12b1361e.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Green,0
HiFiMAN RE2000 Silver,799,In Ear,In Ear,5 Hz - 20 kHz,No,No,Closed,Black / Silver,0
Sennheiser HD 660 S,,Circumaural,Circumaural,10 Hz - 41 kHz,No,No,Open,Black,5
Creative Labs Zen Hybrid 2,44,https://cdna.pcpartpicker.com/static/forever/images/product/b62336c70a89b8a7db677479926c1972.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White,0
SteelSeries Arctis Nova 7X Gen 2,149.99,https://cdna.pcpartpicker.com/static/forever/images/product/90cb3fecbd6f82b34649be209f90052f.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,Yes,Closed,Black,0
Philips SHL3000WT/28,19.95,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Closed,Black / White,5
Sony MDR-XB800,102.31,Supra-aural,Supra-aural,3 Hz - 28 kHz,No,No,Closed,Black / Silver,0
Syba CM-502,5.99,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,0
SteelSeries ARCTIS 7 2019 Edition,133.76,https://cdna.pcpartpicker.com/static/forever/images/product/c45317732f544e97bce6f30a237bf2b6.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White / Black,4
Beyerdynamic DT 1770 PRO,369.99,Circumaural,Circumaural,5 Hz - 40 kHz,No,No,Closed,Black,4.5
DROP Massdrop Plus Universal IEM,,In Ear,In Ear,5 Hz - 18 kHz,No,No,Closed,Black,0
Philips Fidelio X2HR/00,199.99,https://cdna.pcpartpicker.com/static/forever/images/product/2c3d2564e4da8b748237506fa4e6e027.256p.jpg,Circumaural,5 Hz - 40 kHz,No,No,Open,Black,5
Logitech ASTRO A30 LIGHTSPEED (Xbox/PC),159.51,https://cdna.pcpartpicker.com/static/forever/images/product/549779a4532070fba1bdb0356b977824.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White,4
Sony WH-CH710N,,https://cdna.pcpartpicker.com/static/forever/images/product/6bd22b6c8a81488ac6d86840944b3b50.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Blue,0
SteelSeries TUSQ,42.24,https://cdna.pcpartpicker.com/static/forever/images/product/aa0068e35bfcf38ec11e03905e3f0959.256p.jpg,In Ear,20 Hz - 20 kHz,Yes,No,Closed,,0
Logitech H390,29.95,https://cdna.pcpartpicker.com/static/forever/images/product/946c43c9b14c4beb80cf52e624049f7f.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,4
Sony MDRE9LP/BLU,13.98,https://cdna.pcpartpicker.com/static/forever/images/product/a9a5dba8a16451243b40e21edf1f34d7.256p.jpg,Earbud,18 Hz - 22 kHz,No,No,Closed,Blue / White,0
Razer Kraken Ultimate,148,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,4
Razer Kraken BT - Kitty Edition,79.98,https://cdna.pcpartpicker.com/static/forever/images/product/e698c6f5cf1e1cfbc4ade325a2853368.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Pink / White,0
Audio-Technica ATH-TWX7,148,https://cdna.pcpartpicker.com/static/forever/images/product/8621ff70bf17ceb1c04728371ab57e8f.256p.jpg,Earbud,10 Hz - 40 kHz,Yes,Yes,Closed,Black,0
Logitech G35,489,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,4
Sennheiser HD 598 CS,418.88,Circumaural,Circumaural,10 Hz - 28 kHz,No,No,Closed,Black / Silver,4.5
Razer NARI ULTIMATE,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Green,4
HP HyperX Cloud Alpha S,,https://cdna.pcpartpicker.com/static/forever/images/product/8a531fb4382f28846d649846b059b9ce.256p.jpg,Circumaural,13 Hz - 27 kHz,Yes,No,Closed,Black,4.5
Koss KSC75,25,https://cdna.pcpartpicker.com/static/forever/images/product/dd3cada5ed84335f8a2c6c630185bddd.med.256p.jpg,Supra-aural,false,No,No,Closed,Black / Silver,4.5
Superlux HD668B,36.95,Circumaural,Circumaural,10 Hz - 30 kHz,No,No,Semi-open,Black,4.5
Audio-Technica ATH-E40,78,https://cdna.pcpartpicker.com/static/forever/images/product/f88e3e8cab0e57ee17ca47306a976dcb.256p.jpg,In Ear,20 Hz - 20 kHz,No,No,Closed,Black,5
Creative Labs Zen Hybrid Pro,79.98,https://cdna.pcpartpicker.com/static/forever/images/product/aabd57d4f9fa284b30cdb8e67db32a9f.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,0
Astro Gaming A10,39.99,https://cdna.pcpartpicker.com/static/forever/images/product/c3e40af65e17420ae3c1ebbd3392d210.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,4
Sony MDRE9LP/WHI,13.98,https://cdna.pcpartpicker.com/static/forever/images/product/2883f033dcfa89b66436a326928ff0c0.med.256p.jpg,Earbud,18 Hz - 22 kHz,No,No,Closed,White,0
Audio-Technica ATH-M30x,64,https://cdna.pcpartpicker.com/static/forever/images/product/3fe133ed983b7fa8ef5b2fff1cc9d935.med.256p.jpg,Circumaural,15 Hz - 22 kHz,No,No,Closed,Black / Silver,4
JBL Quantum 300,87.76,https://cdna.pcpartpicker.com/static/forever/images/product/e8ec73e95ec995191fa5774b266d6645.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,5
SteelSeries Arctis Nova 5p,99,https://cdna.pcpartpicker.com/static/forever/images/product/6dc05b029c9302a3451b9728d8645a82.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,Yes,Closed,Black / Blue,0
Shure SE535CLEAR,494,https://cdna.pcpartpicker.com/static/forever/images/product/2fefb3398d564765ba646640cdf362f4.med.256p.jpg,In Ear,18 Hz - 19 kHz,No,No,Closed,Brown / Black,0
Bose QC35,,https://cdna.pcpartpicker.com/static/forever/images/product/94328c63cb01023e7a8199deb798d1ca.256p.jpg,Circumaural,true,Yes,Yes,Closed,Black,4.5
Asus ROG CENTURION,,Circumaural,Circumaural,true,Yes,No,Closed,Black,4.5
Plantronics Rig 800HD,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Open,Black / Gold,4
Razer BlackShark V2,109.95,https://cdna.pcpartpicker.com/static/forever/images/product/b2a30f7ab28e58540fe93525e21fc54a.256p.jpg,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,Black / Green,4.5
HP HyperX Cloud Core w/7.1 Dongle,,Circumaural,Circumaural,15 Hz - 25 kHz,Yes,No,Closed,,5
SteelSeries Arctis Pro Wireless,,Circumaural,Circumaural,10 Hz - 40 kHz,Yes,Yes,Closed,White,4
HP HyperX Cloud Stinger Core - Wireless PS5/PS4,96.77,https://cdna.pcpartpicker.com/static/forever/images/product/6e85207b414f28e97794d5503f95179b.256p.jpg,Circumaural,10 Hz - 21 kHz,Yes,Yes,Closed,White / Blue,4
Philips Performance PH805BK,69.98,Circumaural,Circumaural,true,Yes,Yes,Closed,Black,0
Beyerdynamic DT 990,169,https://cdna.pcpartpicker.com/static/forever/images/product/de329adeb48e7ef6121a3cc0edbb46fe.256p.jpg,Circumaural,5 Hz - 35 kHz,No,No,Open,Black / Silver,5
Syba CL-AUD63033,9.99,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White / Silver,0
HP HyperX Cloud Stinger,42,https://cdna.pcpartpicker.com/static/forever/images/product/06a48e9bc4124772d33a0945324d14b0.256p.jpg,Circumaural,18 Hz - 23 kHz,Yes,No,Closed,Black / Red,4
Razer Kaira for PlayStation,50.9,https://cdna.pcpartpicker.com/static/forever/images/product/3160287b88bda634eeb84d69b2ad00df.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White / Black,0
Audio-Technica ATH-R70xa,379,Circumaural,Circumaural,5 Hz - 40 kHz,No,No,Open,Black,0
Sony MDRE9LP/BLK,13.98,https://cdna.pcpartpicker.com/static/forever/images/product/4c9e56cc7fd38abe75b656ef192bb161.256p.jpg,Earbud,18 Hz - 22 kHz,Yes,No,Closed,Black,0
FiiO FT1,,,Circumaural,7 Hz - 40 kHz,No,No,Closed,Black / Brown,0
Mad Catz F.R.E.Q. 5,26.99,Circumaural,Circumaural,true,Yes,No,Closed,Black,3.5
SteelSeries Arctis 7,,https://cdna.pcpartpicker.com/static/forever/images/product/bdb3916323d5db4d6349200782f3f0ba.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,4
SteelSeries Arctis 1,104.99,https://cdna.pcpartpicker.com/static/forever/images/product/44ec0b598a332c50160a24e3800f6027.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,4.5
Sennheiser HD6XX,378,Circumaural,Circumaural,10 Hz - 41 kHz,No,No,Open,Black,5
Sony INZONE H3,84.98,https://cdna.pcpartpicker.com/static/forever/images/product/10c40befb19db5add153935e6ac71e47.256p.jpg,Circumaural,10 Hz - 20 kHz,Yes,No,Closed,White / Black,0
Turtle Beach Recon 50,19.95,https://cdna.pcpartpicker.com/static/forever/images/product/edab0f1c6ea601832ae8f550fd9e277d.256p.jpg,Circumaural,true,Yes,No,Closed,Black / Red,4
Creative Labs Zen Hybrid SXFI,88,https://cdna.pcpartpicker.com/static/forever/images/product/3d4ee7c80e5f32fd5974446020819d38.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White,0
AKG K240 MKII,93.99,Circumaural,Circumaural,15 Hz - 25 kHz,No,No,Semi-open,Black,5
Sony WH-1000XM3,348.7,https://cdna.pcpartpicker.com/static/forever/images/product/2f667bc4808551b616b1ebc32c396f6b.256p.jpg,Circumaural,4 Hz - 40 kHz,Yes,Yes,Closed,Black,4.5
AKG K701,177.95,https://cdna.pcpartpicker.com/static/forever/images/product/c29c845dac693a8f3d3a545330054060.256p.jpg,Circumaural,10 Hz - 39.8 kHz,No,No,Open,White,5
HiFiMAN HE400SE,109.75,Circumaural,Circumaural,20 Hz - 20 kHz,No,No,Open,Black / Silver,5
Bose QuietComfort 35 Series II,399.95,https://cdna.pcpartpicker.com/static/forever/images/product/be6e522d7d5760ce20b8e4058fbb16bf.256p.jpg,Circumaural,true,Yes,Yes,Closed,Black,4
Razer Barracuda,148.79,https://cdna.pcpartpicker.com/static/forever/images/product/286270a0d118353478a8367171f35aa4.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,0
Logitech G930,191.19,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,4
Razer NARI ESSENTIAL,168.99,https://cdna.pcpartpicker.com/static/forever/images/product/e691d23e2759216da9072c107d5207c0.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,4.5
MSI Immerse GH50,178.86,https://cdna.pcpartpicker.com/static/forever/images/product/16a8c42fc6f1ff048b7cf27491219a33.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Asus ROG Strix Fusion Wireless,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,5
Gigabyte Aorus H5,114.9,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,0
Bose QuietComfort Ultra 60th Anniversary Edition,,https://cdna.pcpartpicker.com/static/forever/images/product/2d629935eb4940e8ff20b9902379d81e.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White / Silver,0
Cooler Master MH670,158.63,https://cdna.pcpartpicker.com/static/forever/images/product/591c90b56e7637b49553bf935cbd879a.256p.jpg,Circumaural,15 Hz - 25 kHz,Yes,Yes,Closed,Black,4.5
Beyerdynamic DT990 Premium 32,169,Circumaural,Circumaural,5 Hz - 35 kHz,No,No,Open,Black / Silver,5
Superlux HD681,36.99,https://cdna.pcpartpicker.com/static/forever/images/product/e105d4cb2d59bd3c8b159822c8ae1e88.256p.jpg,Circumaural,10 Hz - 30 kHz,No,No,Semi-open,Black / Red,4
AKG K712 PRO,287,Circumaural,Circumaural,10 Hz - 39.8 kHz,No,No,Open,Black / Orange,5
SteelSeries ARCTIS 5 (2019),96.7,https://cdna.pcpartpicker.com/static/forever/images/product/f0ba11a26a198900d220eca4a8232a64.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,No,Closed,Black,4.5
Meze Audio 99 Neo,169,Circumaural,Circumaural,15 Hz - 25 kHz,No,No,Closed,Black,4
HP HyperX Cloud,,https://cdna.pcpartpicker.com/static/forever/images/product/d50aa27717b083a1b1aa77c0754f43b3.256p.jpg,Circumaural,15 Hz - 25 kHz,Yes,No,Closed,Black / White,4.5
SteelSeries Arctis 5,186.88,https://cdna.pcpartpicker.com/static/forever/images/product/99564e56cdd927355e951de7951792c2.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,No,Closed,Black,4.5
Corsair VOID PRO RGB (Black),,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,4
Razer Kraken 7.1 V2,210,https://cdna.pcpartpicker.com/static/forever/images/product/4fe7ed051beebdba5d42424cf4b12a78.256p.jpg,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,Black / Green,4.5
HiFiMAN RE2000 24k Gold Edition,2000,In Ear,In Ear,5 Hz - 20 kHz,No,No,Closed,Black / Gold,0
Asus ROG Strix Go Electro Punk,84.99,https://cdna.pcpartpicker.com/static/forever/images/product/daed2109893d3cfe728544b3efdea23e.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,No,Closed,Black / Pink,0
Logitech ASTRO A40 TR,129.99,https://cdna.pcpartpicker.com/static/forever/images/product/374af82c6c633c7aa3afa6d2ebd2ac83.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,0
JVC HARX900,33.12,https://cdna.pcpartpicker.com/static/forever/images/product/5d5779e9f310fa3499db7ca6bae6b29d.256p.jpg,Circumaural,7 Hz - 26 kHz,No,No,Closed,Black,5
Corsair HS70 PRO,104.36,https://cdna.pcpartpicker.com/static/forever/images/product/fda66c899e5c5841b0ded374d31f1f8f.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,4
Cyber Acoustics AC-204,14.99,https://cdna.pcpartpicker.com/static/forever/images/product/e99f9b3dbde4e95008dc08e929771629.256p.jpg,Supra-aural,true,Yes,No,Closed,Black,0
Logitech G635,,https://cdna.pcpartpicker.com/static/forever/images/product/71c2c83eeea42b336f21d932e036a6af.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,4
Anker Soundcore Life Q20,54.99,Circumaural,Circumaural,16 Hz - 40 kHz,Yes,Yes,Closed,Silver,5
Razer Kraken V3 HyperSense,125.67,https://cdna.pcpartpicker.com/static/forever/images/product/c0aead1f15a712ef177e0a674d545a4d.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,4
Astro A38,25.02,Supra-aural,Supra-aural,15 Hz - 20 kHz,Yes,Yes,Closed,White,0
Sony INZONE H7,229.99,https://cdna.pcpartpicker.com/static/forever/images/product/56978745db9ad2af64f37c63d84cd6f7.256p.jpg,Circumaural,5 Hz - 20 kHz,Yes,Yes,Open,,4
SteelSeries Arctis Nova 1X,48,https://cdna.pcpartpicker.com/static/forever/images/product/8b6af911612f137f986a846239e663d2.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,No,Closed,Black,0
FiiO FT3,289,Circumaural,Circumaural,7 Hz - 4 kHz,No,No,Open,Black,0
HP HyperX Cloud Revolver S,399,https://cdna.pcpartpicker.com/static/forever/images/product/1dd52318bc8a652b3c1ccc8e9115166a.256p.jpg,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,Silver,4.5
Apple AirPods Pro,237.99,Earbud,Earbud,true,Yes,Yes,Closed,White,4
HiFiMAN Ananda-BT,799,Circumaural,Circumaural,8 Hz - 55 kHz,Yes,Yes,Open,Black / Silver,0
Astro A20 Gen 2,99.99,https://cdna.pcpartpicker.com/static/forever/images/product/febfcdcfcfc62234740f76df27eaec86.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Green,0
Audio-Technica ATH-S220BT,35.94,https://cdna.pcpartpicker.com/static/forever/images/product/f5be430919088c1185d2ec3f5e1285a9.256p.jpg,Circumaural,5 Hz - 32 kHz,Yes,Yes,Closed,Black,0
Beyerdynamic MMX 150,,https://cdna.pcpartpicker.com/static/forever/images/product/390dcd5d87c8df143c2ddf3d4bfa7246.256p.jpg,Circumaural,5 Hz - 30 kHz,Yes,No,Closed,Gray,0
Logitech 600vi,13.29,https://cdna.pcpartpicker.com/static/forever/images/product/147dca839a3408c178fae20269c974b7.med.256p.jpg,Earbud,20 Hz - 20 kHz,Yes,No,Closed,Red / Silver,0
Panasonic RP-HJE125-W,9.18,https://cdna.pcpartpicker.com/static/forever/images/product/3cf26d7e572da9e0aa557c00162633d8.256p.jpg,Earbud,10 Hz - 24 kHz,No,No,Closed,,0
Logitech G332,79.98,https://cdna.pcpartpicker.com/static/forever/images/product/0f4fa9b0ddad7ab1a19826fa9037121c.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,4
Astro A50 Xbox 4th Gen + Base Station,255.37,https://cdna.pcpartpicker.com/static/forever/images/product/4e7e8935d0144fffecdc73cde282dbe1.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,5
DROP MASSDROP X KOSS KSC75X,,Supra-aural,Supra-aural,15 Hz - 25 kHz,No,No,Open,Black,5
JBL Quantum 400,109.95,https://cdna.pcpartpicker.com/static/forever/images/product/01d8224c24668b2ab76a6c7b51a3d624.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,3
JBL Quantum 600,149.95,https://cdna.pcpartpicker.com/static/forever/images/product/b671dd786943deedf408f3655ca5c937.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,4
Anker Soundcore Life Q35,119.99,Circumaural,Circumaural,16 Hz - 40 kHz,Yes,Yes,Closed,Blue,5
Apple AirPods Max,539,https://cdna.pcpartpicker.com/static/forever/images/product/2585cf3a0c21fd7677ac97f210153637.256p.jpg,Circumaural,true,Yes,Yes,Closed,Black,5
Razer Kraken (2019),107.58,Circumaural,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,Black / Blue,0
SHARKOON SGH10,,Circumaural,Circumaural,20 Hz - 20 kHz,Yes,No,Open,Black,0
Denon AH-D9200EM,1799,Circumaural,Circumaural,5 Hz - 56 kHz,No,No,Closed,Brown / Black,0
Beyerdynamic TYGR 300 R,139,Circumaural,Circumaural,5 Hz - 35 kHz,No,No,Open,Black,4
Sony INZONE H5,129.98,Circumaural,Circumaural,5 Hz - 20 kHz,Yes,Yes,Closed,Black,0
Razer Kraken V3,52.99,https://cdna.pcpartpicker.com/static/forever/images/product/7f92d08adbe2241737bd0c9d127b702b.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
ADATA XPG Precog,134.26,https://cdna.pcpartpicker.com/static/forever/images/product/76802c65a7e51d2204d54ee2f4af497d.256p.jpg,Supra-aural,5 Hz - 50 kHz,Yes,No,Closed,Black / Red,5
Sennheiser RS 175,284.89,https://cdna.pcpartpicker.com/static/forever/images/product/ed677761fa6b16e7fbca7330afaece47.256p.jpg,Circumaural,17 Hz - 22 kHz,No,Yes,Closed,Black / Silver,3
Logitech H340,51.11,https://cdna.pcpartpicker.com/static/forever/images/product/7c66f25961af5a42f2e4f34741cbb5f1.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,0
Sennheiser ‎‎‎HD 450BT Black,97.49,Circumaural,Circumaural,18 Hz - 22 kHz,Yes,Yes,Closed,Black / Gray,4
Audio-Technica ATH-GDL3,112.96,https://cdna.pcpartpicker.com/static/forever/images/product/cdf015088fe2f52a168d3e6b8ec367e0.256p.jpg,Circumaural,10 Hz - 35 kHz,Yes,No,Open,White / Black,0
